fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,pH,sulphates,alcohol,quality
7.5,0.24,0.31,2.5649493574615367,-3.0159349808715104,3.828641396489095,3.08,0.53,8.8,5
6.3,0.33,0.2,1.7578579175523736,-3.2188758248682006,3.1780538303479458,3.15,0.63,9.9,5
6.2,0.33,0.19,1.7227665977411035,-3.170085660698769,3.091042453358316,3.15,0.63,9.9,5
6.3,0.34,0.19,1.7578579175523736,-3.1941832122778293,3.091042453358316,3.15,0.63,9.9,5
5.8,0.29,0.05,-0.2231435513142097,-3.270169119255751,2.3978952727983707,3.36,0.35,9.2,5
8.0,0.32,0.26,0.1823215567939546,-2.995732273553991,2.4423470353692043,3.24,0.37,9.5,4
5.6,0.29,0.05,-0.2231435513142097,-3.270169119255751,2.3978952727983707,3.36,0.35,9.2,5
7.4,0.13,0.39,1.547562508716013,-3.170085660698769,3.58351893845611,3.36,0.56,10.3,7
7.7,0.3,0.32,0.47000362924573563,-3.2968373663379125,3.1354942159291497,2.93,0.33,11.0,6
7.0,0.24,0.34,0.3364722366212129,-3.473768074496991,3.295836866004329,3.06,0.39,11.9,6
8.6,0.18,0.4,0.09531017980432493,-3.2188758248682006,2.995732273553991,2.94,0.32,10.2,7
7.0,0.11,0.32,1.5260563034950492,-2.864704011147587,4.07753744390572,3.55,0.44,9.4,7
7.7,0.32,0.62,2.3608540011180215,-3.324236340526027,4.02535169073515,3.13,0.44,8.9,6
7.7,0.32,0.62,2.3608540011180215,-3.324236340526027,4.02535169073515,3.13,0.44,8.9,6
6.5,0.26,0.27,2.5572273113676265,-3.123565645063876,4.23410650459726,3.17,0.43,10.0,6
7.9,0.28,0.41,0.6931471805599453,-3.123565645063876,3.912023005428146,3.45,0.49,10.7,8
6.3,0.27,0.23,1.0647107369924282,-3.0576076772720784,2.5649493574615367,3.28,0.43,9.8,5
5.4,0.595,0.1,1.0296194171811581,-3.170085660698769,3.258096538021482,3.36,0.38,9.3,5
6.7,0.25,0.33,1.0647107369924282,-2.864704011147587,3.9512437185814275,3.02,0.48,9.5,7
6.5,0.25,0.35,2.4849066497880004,-2.900422093749666,3.8501476017100584,3.58,0.47,10.0,5
6.1,0.36,0.58,2.70805020110221,-3.123565645063876,3.7376696182833684,3.15,0.51,9.0,5
7.7,0.17,0.52,1.7749523509116738,-4.074541934925921,3.044522437723423,3.14,0.4,11.9,7
6.4,0.26,0.43,2.533696813957432,-3.4112477175156566,4.1588830833596715,3.08,0.38,8.9,5
6.5,0.26,0.28,2.5257286443082556,-3.079113882493042,4.382026634673881,3.18,0.41,10.0,6
5.9,0.29,0.33,2.0014800002101243,-3.2968373663379125,4.060443010546419,3.26,0.41,9.6,5
6.2,0.28,0.43,2.5649493574615367,-3.2441936328524905,4.1588830833596715,3.08,0.38,8.9,5
6.1,0.27,0.44,1.9021075263969205,-3.1941832122778293,4.110873864173311,3.12,0.4,8.9,5
6.4,0.43,0.32,0.3364722366212129,-3.036554268074246,2.302585092994046,3.08,0.41,11.4,5
6.1,0.36,0.58,2.70805020110221,-3.123565645063876,3.7376696182833684,3.15,0.51,9.0,5
6.2,0.35,0.29,1.9878743481543455,-3.123565645063876,4.02535169073515,3.36,0.55,10.0,6
7.7,0.24,0.29,2.72785282839839,-3.123565645063876,3.6635616461296463,3.06,0.47,9.6,7
6.2,0.34,0.28,2.0149030205422647,-3.3813947543659757,3.6888794541139363,3.14,0.6,9.7,5
6.3,0.27,0.46,2.463853240590168,-3.2968373663379125,4.110873864173311,3.25,0.53,9.5,6
5.4,0.415,0.19,0.47000362924573563,-3.2441936328524905,3.295836866004329,3.54,0.41,10.0,7
6.9,0.48,0.36,1.252762968495368,-3.506557897319982,3.4339872044851463,3.14,0.38,12.2,7
6.5,0.18,0.33,2.0794415416798357,-2.9759296462578115,2.772588722239781,3.28,0.44,8.7,7
6.7,0.15,0.29,1.6094379124341003,-2.8473122684357177,3.332204510175204,3.52,0.44,10.2,7
8.5,0.16,0.35,0.47000362924573563,-3.2441936328524905,3.1780538303479458,2.96,0.36,10.0,5
6.8,0.705,0.25,1.1631508098056809,-3.036554268074246,2.302585092994046,3.36,0.52,9.5,4
7.3,0.25,0.39,1.8562979903656263,-3.3813947543659757,2.0794415416798357,3.18,0.46,11.5,5
7.6,0.345,0.26,0.6418538861723947,-3.146555163288575,2.70805020110221,3.08,0.38,9.5,5
7.6,0.22,0.34,2.272125885509337,-3.3524072174927233,3.258096538021482,3.08,0.49,9.8,6
6.5,0.17,0.33,0.3364722366212129,-3.575550768806933,2.6390573296152584,3.23,0.55,10.1,6
8.2,0.23,0.37,0.26236426446749106,-3.170085660698769,3.6635616461296463,2.99,0.36,10.0,5
7.6,0.22,0.34,2.272125885509337,-3.3524072174927233,3.258096538021482,3.08,0.49,9.8,6
7.6,0.345,0.26,0.6418538861723947,-3.146555163288575,2.70805020110221,3.08,0.38,9.5,5
7.5,0.32,0.26,0.5877866649021191,-3.170085660698769,2.5649493574615367,3.07,0.38,9.5,5
6.6,0.23,0.32,-0.10536051565782628,-3.1941832122778293,3.2188758248682006,3.39,0.54,10.2,7
6.6,0.2,0.32,0.09531017980432493,-3.2441936328524905,3.2188758248682006,3.39,0.54,10.2,7
7.3,0.24,0.34,2.7343675094195836,-2.995732273553991,3.6375861597263857,3.03,0.42,9.0,6
7.3,0.24,0.34,2.7343675094195836,-2.995732273553991,3.6375861597263857,3.03,0.42,9.0,6
8.0,0.42,0.36,1.6094379124341003,-3.2968373663379125,3.5263605246161616,3.13,0.57,12.3,7
7.3,0.24,0.34,2.7343675094195836,-2.995732273553991,3.6375861597263857,3.03,0.42,9.0,6
6.1,0.19,0.25,1.3862943611198906,-3.7722610630529876,3.1354942159291497,3.37,0.51,11.6,6
5.9,0.26,0.21,2.5257286443082556,-3.3813947543659757,3.58351893845611,3.28,0.43,9.5,6
8.3,0.23,0.43,1.1631508098056809,-3.3524072174927233,2.6390573296152584,3.15,0.36,11.5,5
6.5,0.34,0.28,0.5877866649021191,-3.1941832122778293,3.7612001156935624,3.13,0.37,9.6,6
6.8,0.22,0.35,2.8622008809294686,-3.2441936328524905,3.6375861597263857,3.24,0.42,9.0,6
6.5,0.08,0.33,0.6418538861723947,-3.575550768806933,3.1354942159291497,3.34,0.7,12.0,7
5.5,0.42,0.09,0.47000362924573563,-3.9633162998156966,2.8903717578961645,3.33,0.51,11.4,7
5.1,0.42,0.01,0.4054651081081644,-4.074541934925921,3.2188758248682006,3.38,0.36,12.3,7
6.0,0.27,0.19,0.5306282510621704,-3.912023005428146,3.1780538303479458,3.32,0.47,12.6,7
6.8,0.22,0.35,2.8622008809294686,-3.2441936328524905,3.6375861597263857,3.24,0.42,9.0,6
6.5,0.08,0.33,0.6418538861723947,-3.575550768806933,3.1354942159291497,3.34,0.7,12.0,7
7.1,0.13,0.38,0.5877866649021191,-3.079113882493042,2.6390573296152584,3.32,0.9,11.7,6
7.6,0.3,0.25,1.4586150226995167,-2.9187712324178627,3.091042453358316,3.12,0.49,9.2,5
6.6,0.13,0.3,1.589235205116581,-2.8473122684357177,3.8501476017100584,3.51,0.45,10.3,6
6.5,0.14,0.33,2.028148247292285,-2.995732273553991,3.970291913552122,3.25,0.49,8.6,5
7.7,0.28,0.33,1.9021075263969205,-3.2968373663379125,3.4657359027997265,3.39,0.62,10.7,7
7.7,0.28,0.33,1.9021075263969205,-3.2968373663379125,3.4657359027997265,3.39,0.62,10.7,7
5.1,0.39,0.21,0.5306282510621704,-3.6119184129778077,2.70805020110221,3.5,0.45,12.5,6
5.7,0.36,0.34,1.4350845252893227,-3.649658740960655,3.044522437723423,3.41,0.45,11.9,6
6.9,0.19,0.33,0.47000362924573563,-3.146555163288575,4.143134726391533,3.44,0.52,10.8,5
6.0,0.41,0.21,0.6418538861723947,-2.995732273553991,3.367295829986474,3.42,0.52,10.5,6
7.4,0.28,0.3,1.667706820558076,-2.9187712324178627,3.784189633918261,3.12,0.48,10.3,6
7.4,0.3,0.3,1.6486586255873816,-2.9374633654300153,3.8066624897703196,3.12,0.45,10.3,6
6.9,0.19,0.33,0.47000362924573563,-3.146555163288575,4.143134726391533,3.44,0.52,10.8,5
7.7,0.28,0.39,2.186051276738094,-3.324236340526027,2.0794415416798357,3.06,0.38,12.0,7
8.6,0.16,0.38,1.2237754316221157,-3.2188758248682006,3.713572066704308,2.95,0.39,10.2,6
8.2,0.26,0.44,0.26236426446749106,-3.079113882493042,1.9459101490553132,3.14,0.62,10.2,4
6.5,0.25,0.27,2.7212954278522306,-3.0159349808715104,4.31748811353631,3.19,0.39,9.9,5
7.0,0.24,0.18,0.26236426446749106,-3.079113882493042,2.1972245773362196,3.38,0.47,10.1,4
8.6,0.18,0.36,0.5877866649021191,-3.2188758248682006,3.1780538303479458,3.25,0.55,9.5,6
7.8,0.27,0.34,0.47000362924573563,-3.079113882493042,3.295836866004329,3.05,0.45,10.5,6
6.0,0.26,0.34,0.26236426446749106,-3.079113882493042,1.791759469228055,3.29,0.63,10.4,5
6.1,0.24,0.27,2.2823823856765264,-2.7806208939370456,3.4965075614664802,3.31,0.47,9.5,6
8.0,0.24,0.3,2.859339648648436,-2.882403588246988,3.7612001156935624,3.05,0.5,9.2,6
7.6,0.21,0.6,0.7419373447293773,-3.079113882493042,3.8501476017100584,3.05,0.54,10.1,7
8.0,0.19,0.36,0.5877866649021191,-2.995732273553991,2.772588722239781,3.15,0.45,9.8,7
6.4,0.28,0.41,1.916922612182061,-3.101092789211817,4.110873864173311,3.09,0.46,9.4,5
6.4,0.28,0.43,1.9600947840472698,-3.101092789211817,4.0943445622221,3.09,0.45,9.4,6
6.9,0.24,0.39,0.26236426446749106,-2.7646205525906042,2.8903717578961645,3.31,0.48,10.4,7
5.8,0.36,0.26,1.1939224684724346,-3.270169119255751,3.6888794541139363,3.34,0.55,11.3,6
6.6,0.18,0.28,1.1939224684724346,-3.123565645063876,2.8903717578961645,3.42,0.64,10.8,6
5.8,0.36,0.26,1.1939224684724346,-3.270169119255751,3.6888794541139363,3.34,0.55,11.3,6
5.1,0.52,0.06,0.9932517730102834,-2.9565115604007097,3.4011973816621555,3.32,0.43,9.3,5
6.6,0.22,0.37,0.1823215567939546,-2.8302178350764176,3.8066624897703196,3.37,0.55,10.3,7
8.3,0.15,0.39,0.26236426446749106,-2.900422093749666,3.4657359027997265,3.08,0.39,10.5,6
7.6,0.16,0.44,0.3364722366212129,-3.146555163288575,3.2188758248682006,3.11,0.75,10.3,6
7.7,0.16,0.41,0.5306282510621704,-3.036554268074246,4.0943445622221,3.24,0.66,11.2,7
8.3,0.16,0.48,0.5306282510621704,-2.864704011147587,3.4339872044851463,3.15,0.41,10.3,6
6.2,0.25,0.47,2.451005098112319,-3.036554268074246,4.127134385045092,3.19,0.5,9.5,5
6.1,0.16,0.27,2.533696813957432,-2.7488721956224653,4.143134726391533,3.66,0.43,8.9,5
7.6,0.39,0.22,1.0296194171811581,-3.324236340526027,2.9444389791664403,3.03,0.29,10.2,5
6.8,0.37,0.47,2.4159137783010487,-2.645075401940822,3.784189633918261,2.98,0.88,9.2,5
7.6,0.16,0.44,0.3364722366212129,-3.146555163288575,3.2188758248682006,3.11,0.75,10.3,6
7.1,0.18,0.42,0.3364722366212129,-3.101092789211817,3.8501476017100584,2.95,0.31,10.5,6
8.3,0.14,0.26,0.4054651081081644,-3.0159349808715104,4.02535169073515,3.21,0.62,9.5,6
8.6,0.2,0.42,0.4054651081081644,-3.1941832122778293,3.5553480614894135,3.11,0.49,11.4,7
8.6,0.2,0.42,0.4054651081081644,-3.1941832122778293,3.5553480614894135,3.11,0.49,11.4,7
6.8,0.19,0.32,1.9530276168241774,-3.9633162998156966,3.9889840465642745,3.25,0.37,11.1,8
7.6,0.19,0.38,2.3608540011180215,-2.8134107167600364,3.871201010907891,3.13,0.38,10.5,6
6.8,0.34,0.74,1.0296194171811581,-2.4304184645039304,3.1354942159291497,3.51,0.7,12.0,6
6.2,0.15,0.46,0.47000362924573563,-3.2441936328524905,3.6375861597263857,3.38,0.51,9.7,6
6.6,0.14,0.44,0.47000362924573563,-3.170085660698769,3.8501476017100584,3.32,0.51,10.2,6
8.0,0.55,0.17,2.1041341542702074,-3.2188758248682006,2.5649493574615367,3.09,0.3,9.5,4
7.0,0.24,0.35,0.4054651081081644,-2.9565115604007097,3.9318256327243257,3.41,0.59,10.4,7
6.3,0.6,0.44,2.3978952727983707,-2.995732273553991,3.912023005428146,3.19,0.57,9.3,4
7.1,0.2,0.41,0.7419373447293773,-2.9187712324178627,3.1780538303479458,3.48,0.62,10.5,6
6.2,0.34,0.29,2.028148247292285,-3.0576076772720784,3.8066624897703196,3.35,0.62,10.0,6
7.1,0.3,0.36,1.916922612182061,-2.900422093749666,3.7954891891721947,3.49,0.64,10.2,6
7.1,0.3,0.36,1.916922612182061,-2.900422093749666,3.7954891891721947,3.49,0.64,10.2,6
8.8,0.17,0.38,0.5877866649021191,-3.2188758248682006,3.6635616461296463,3.16,0.67,10.2,6
7.5,0.17,0.37,0.4054651081081644,-2.8134107167600364,2.8903717578961645,3.54,0.88,10.7,5
7.1,0.47,0.24,1.791759469228055,-3.123565645063876,2.3978952727983707,3.21,0.56,9.7,5
7.1,0.15,0.34,1.667706820558076,-3.3813947543659757,3.4965075614664802,3.37,0.52,9.3,7
7.5,0.17,0.34,0.3364722366212129,-3.3524072174927233,2.5649493574615367,3.05,0.74,11.0,5
8.2,0.68,0.3,0.7419373447293773,-3.0576076772720784,2.833213344056216,3.22,0.71,10.8,4
7.7,0.275,0.3,0.0,-3.2441936328524905,2.9444389791664403,3.01,0.56,10.7,5
7.3,0.49,0.32,1.6486586255873816,-3.146555163288575,2.8903717578961645,3.24,0.45,10.7,4
7.5,0.33,0.48,2.9678470700644555,-3.036554268074246,4.007333185232471,2.95,0.4,8.8,5
7.2,0.21,0.37,0.47000362924573563,-3.0159349808715104,3.1354942159291497,3.16,0.48,10.9,7
7.3,0.15,0.4,0.6931471805599453,-2.995732273553991,3.1780538303479458,3.14,0.45,10.5,5
6.5,0.19,0.1,0.26236426446749106,-3.079113882493042,3.1354942159291497,3.29,0.45,10.0,5
7.0,0.31,0.52,0.5306282510621704,-3.540459448995663,1.6094379124341003,3.07,0.43,10.4,5
8.3,0.4,0.38,0.09531017980432493,-3.270169119255751,2.70805020110221,3.03,0.43,9.2,5
6.1,0.37,0.36,1.547562508716013,-3.3524072174927233,3.58351893845611,3.31,0.62,12.6,6
7.3,0.24,0.34,2.0149030205422647,-3.036554268074246,3.367295829986474,3.1,0.54,9.0,5
7.6,0.29,0.42,0.26236426446749106,-3.3524072174927233,2.8903717578961645,2.99,0.39,11.3,5
9.4,0.29,0.55,0.7884573603642703,-2.995732273553991,2.833213344056216,3.12,0.69,10.3,4
7.0,0.31,0.52,0.5306282510621704,-3.540459448995663,1.6094379124341003,3.07,0.43,10.4,5
8.6,0.26,0.41,0.7884573603642703,-3.0159349808715104,3.367295829986474,2.96,0.44,10.0,5
7.5,0.21,0.34,0.1823215567939546,-2.8134107167600364,3.258096538021482,3.51,0.47,10.7,6
7.2,0.51,0.24,2.302585092994046,-2.375155785828881,3.5553480614894135,3.41,0.47,9.0,5
7.5,0.21,0.34,0.1823215567939546,-2.8134107167600364,3.258096538021482,3.51,0.47,10.7,6
5.3,0.3,0.2,0.09531017980432493,-2.563949857128453,3.871201010907891,3.3,0.54,8.7,4
8.0,0.26,0.36,0.6931471805599453,-2.9187712324178627,3.4011973816621555,3.09,0.72,11.6,7
7.0,0.21,0.28,2.0149030205422647,-2.659260036932778,3.8066624897703196,3.34,0.55,9.4,5
6.7,0.26,0.26,1.3862943611198906,-2.5383074265151158,3.56953269648137,3.31,0.68,9.5,5
6.7,0.26,0.26,1.410986973710262,-2.617295837833746,3.58351893845611,3.3,0.67,9.5,5
8.1,0.26,0.37,0.6418538861723947,-2.6310891599660815,3.871201010907891,3.37,0.7,10.9,6
6.4,0.3,0.51,1.7047480922384253,-3.036554268074246,4.127134385045092,3.08,0.45,9.1,6
7.5,0.19,0.34,0.9555114450274363,-3.2968373663379125,3.4965075614664802,3.1,0.49,11.1,7
8.8,0.33,0.44,1.8484548129046001,-3.7297014486341915,2.1972245773362196,2.96,0.4,12.6,7
6.9,0.2,0.36,0.4054651081081644,-3.473768074496991,3.6375861597263857,3.35,0.56,11.0,6
8.0,0.37,0.32,0.47000362924573563,-3.2188758248682006,3.4657359027997265,3.0,0.55,11.3,7
8.2,0.29,0.33,2.2082744135228043,-3.324236340526027,3.332204510175204,2.96,0.4,10.9,7
7.7,0.34,0.3,2.0794415416798357,-3.036554268074246,3.2188758248682006,2.97,0.47,10.9,5
6.2,0.55,0.45,2.4849066497880004,-3.0159349808715104,3.295836866004329,3.17,0.5,9.3,6
6.4,0.4,0.19,1.1631508098056809,-3.4112477175156566,3.332204510175204,3.22,0.54,12.7,7
7.5,0.28,0.33,2.0412203288596382,-3.036554268074246,3.7376696182833684,3.37,0.59,10.1,6
7.8,0.26,0.44,0.26236426446749106,-3.2968373663379125,3.7612001156935624,3.18,0.65,10.0,5
6.3,0.34,0.29,1.824549292051046,-3.079113882493042,3.367295829986474,3.29,0.53,10.1,6
6.8,0.15,0.33,1.547562508716013,-2.8302178350764176,3.4339872044851463,3.43,0.39,9.0,7
6.3,0.27,0.25,1.7578579175523736,-3.270169119255751,3.9512437185814275,3.28,0.38,9.4,6
6.3,0.27,0.25,1.7578579175523736,-3.270169119255751,3.9512437185814275,3.28,0.38,9.4,6
7.4,0.2,0.37,2.830267833826459,-3.036554268074246,3.7612001156935624,3.03,0.42,9.2,6
6.3,0.23,0.21,1.62924053973028,-3.3524072174927233,3.367295829986474,3.36,0.33,10.1,7
7.3,0.31,0.69,2.322387720290225,-3.1941832122778293,4.060443010546419,3.06,0.45,8.6,5
5.2,0.24,0.45,1.33500106673234,-3.6119184129778077,3.044522437723423,3.55,0.49,11.2,8
7.0,0.24,0.32,0.26236426446749106,-3.2968373663379125,3.6635616461296463,3.17,0.42,11.2,8
7.4,0.2,0.37,2.830267833826459,-3.036554268074246,3.7612001156935624,3.03,0.42,9.2,6
7.0,0.17,0.33,1.3862943611198906,-3.3813947543659757,2.833213344056216,3.19,0.39,10.6,7
7.2,0.21,0.35,2.6741486494265287,-3.036554268074246,3.5553480614894135,3.05,0.47,8.9,6
7.1,0.21,0.4,0.1823215567939546,-2.6736487743848776,3.1780538303479458,3.42,0.43,10.6,6
8.4,0.17,0.31,1.9021075263969205,-3.270169119255751,3.367295829986474,3.1,0.32,10.6,7
7.4,0.24,0.31,2.128231705849268,-3.101092789211817,3.9512437185814275,3.09,0.32,8.8,5
5.3,0.24,0.33,0.26236426446749106,-3.4112477175156566,3.2188758248682006,3.59,0.38,11.0,8
6.5,0.28,0.26,2.174751721484161,-3.2188758248682006,3.784189633918261,3.32,0.37,10.2,6
6.3,0.23,0.21,1.62924053973028,-3.3524072174927233,3.367295829986474,3.36,0.33,10.1,7
6.5,0.29,0.25,2.3608540011180215,-3.2441936328524905,3.4657359027997265,3.31,0.34,10.1,6
5.8,0.29,0.21,0.9555114450274363,-3.6888794541139363,2.4849066497880004,3.39,0.79,14.0,7
6.3,0.27,0.25,1.7578579175523736,-3.270169119255751,3.9512437185814275,3.28,0.38,9.4,6
6.3,0.17,0.42,1.0296194171811581,-3.575550768806933,3.8066624897703196,3.27,0.43,11.8,6
6.3,0.16,0.4,0.47000362924573563,-3.4112477175156566,4.07753744390572,3.44,0.53,11.4,5
7.9,0.29,0.39,1.9021075263969205,-3.324236340526027,1.791759469228055,3.12,0.42,10.7,5
7.3,0.31,0.69,2.322387720290225,-3.1941832122778293,4.060443010546419,3.06,0.45,8.6,5
5.5,0.32,0.45,1.589235205116581,-3.575550768806933,3.2188758248682006,3.51,0.49,11.5,7
5.2,0.24,0.45,1.33500106673234,-3.6119184129778077,3.044522437723423,3.55,0.49,11.2,8
7.2,0.37,0.15,0.6931471805599453,-3.540459448995663,3.295836866004329,3.3,0.59,12.6,7
6.1,0.29,0.27,0.5306282510621704,-3.7297014486341915,2.5649493574615367,3.21,0.51,12.6,7
9.2,0.22,0.4,0.8754687373538999,-2.9187712324178627,2.8903717578961645,3.04,0.46,9.3,4
7.2,0.37,0.15,0.6931471805599453,-3.540459448995663,3.295836866004329,3.3,0.59,12.6,7
8.0,0.18,0.37,0.26236426446749106,-3.2188758248682006,2.70805020110221,3.06,0.61,12.1,6
6.5,0.22,0.34,2.4849066497880004,-2.9374633654300153,4.007333185232471,3.52,0.44,9.9,6
7.4,0.18,0.4,0.47000362924573563,-3.0576076772720784,3.091042453358316,3.28,0.44,10.7,5
6.5,0.52,0.17,0.3364722366212129,-3.0576076772720784,1.6094379124341003,3.26,0.32,10.0,4
7.0,0.15,0.38,0.7884573603642703,-3.0576076772720784,3.4965075614664802,3.13,0.39,10.4,8
5.9,0.415,0.13,0.3364722366212129,-3.2188758248682006,2.3978952727983707,3.29,0.52,10.5,5
8.1,0.45,0.34,2.1162555148025524,-3.2968373663379125,3.4965075614664802,3.31,0.64,9.7,5
5.8,0.415,0.13,0.3364722366212129,-3.2188758248682006,2.3978952727983707,3.29,0.52,10.5,5
6.4,0.5,0.16,2.5572273113676265,-3.170085660698769,3.258096538021482,3.28,0.33,9.0,5
6.7,0.105,0.32,2.517696472610991,-2.9759296462578115,3.5263605246161616,3.54,0.45,9.2,6
6.0,0.4,0.3,0.47000362924573563,-3.0576076772720784,3.4011973816621555,3.17,0.48,10.1,6
6.6,0.25,0.39,0.371563556432483,-3.2188758248682006,3.6888794541139363,3.35,0.4,11.4,7
9.8,0.36,0.45,0.47000362924573563,-3.170085660698769,2.3978952727983707,2.93,0.46,10.8,5
9.6,0.23,0.4,0.4054651081081644,-3.123565645063876,2.9444389791664403,2.96,0.49,10.9,5
6.3,0.55,0.45,2.5649493574615367,-3.0576076772720784,3.4965075614664802,3.2,0.46,9.2,6
6.5,0.115,0.29,0.6678293725756554,-3.270169119255751,4.290459441148391,3.12,0.25,12.9,7
6.4,0.125,0.29,1.766441661243765,-3.170085660698769,3.1780538303479458,3.23,0.32,12.0,7
5.7,0.1,0.27,0.26236426446749106,-3.0576076772720784,3.044522437723423,3.27,0.46,9.5,5
7.9,0.25,0.29,1.667706820558076,-3.473768074496991,3.4965075614664802,3.06,0.32,11.8,7
6.9,0.2,0.28,0.1823215567939546,-3.036554268074246,3.58351893845611,3.19,0.43,9.1,6
6.9,0.23,0.34,1.3862943611198906,-3.0576076772720784,3.1780538303479458,3.2,0.52,9.7,6
6.8,0.39,0.31,2.66374994220563,-3.146555163288575,3.332204510175204,3.17,0.54,9.1,5
8.7,0.22,0.42,0.8329091229351039,-2.9374633654300153,3.295836866004329,2.99,0.43,10.0,5
7.4,0.41,0.34,1.547562508716013,-3.170085660698769,2.9444389791664403,3.25,0.42,10.4,5
6.7,0.25,0.34,2.553343811341229,-3.036554268074246,3.4011973816621555,3.44,0.47,9.5,6
6.0,0.26,0.42,1.6486586255873816,-3.6119184129778077,4.248495242049359,3.4,0.4,12.3,8
6.1,0.31,0.37,2.128231705849268,-3.473768074496991,4.248495242049359,3.42,0.4,11.7,8
9.2,0.28,0.46,1.1631508098056809,-2.8473122684357177,3.6635616461296463,3.14,0.58,9.5,5
9.0,0.31,0.49,1.9315214116032138,-3.3813947543659757,3.258096538021482,2.99,0.34,11.5,5
8.5,0.16,0.33,0.0,-2.577021938695806,2.833213344056216,3.14,0.46,10.6,6
9.3,0.34,0.49,1.9878743481543455,-2.9565115604007097,3.4011973816621555,3.17,0.61,10.2,5
9.2,0.28,0.46,1.1631508098056809,-2.8473122684357177,3.6635616461296463,3.14,0.58,9.5,5
7.2,0.24,0.3,0.47000362924573563,-3.036554268074246,3.295836866004329,3.25,0.45,10.5,5
7.2,0.25,0.32,0.4054651081081644,-3.0576076772720784,3.295836866004329,3.26,0.44,10.5,5
6.8,0.32,0.18,2.0149030205422647,-3.1941832122778293,4.2626798770413155,3.14,0.41,8.9,5
9.1,0.27,0.32,0.09531017980432493,-3.473768074496991,2.70805020110221,3.03,0.41,10.6,5
8.9,0.34,0.32,0.26236426446749106,-3.1941832122778293,2.4849066497880004,3.17,0.49,9.5,5
7.0,0.17,0.37,1.7404661748405046,-3.6888794541139363,3.367295829986474,3.2,0.49,10.8,6
6.7,0.25,0.23,1.9740810260220096,-3.270169119255751,4.110873864173311,3.14,0.35,9.5,5
6.9,0.32,0.17,2.028148247292285,-3.170085660698769,4.23410650459726,3.13,0.4,8.9,5
6.8,0.32,0.18,2.0149030205422647,-3.1941832122778293,4.2626798770413155,3.14,0.41,8.9,5
6.1,0.6,0.0,0.26236426446749106,-3.170085660698769,3.1780538303479458,3.31,0.38,9.4,4
5.3,0.395,0.07,0.26236426446749106,-3.3524072174927233,3.258096538021482,3.5,0.35,10.6,6
7.9,0.16,0.3,1.5686159179138452,-3.2968373663379125,3.6109179126442243,3.47,0.44,9.0,4
7.6,0.33,0.36,0.7419373447293773,-3.3813947543659757,3.258096538021482,3.42,0.48,10.5,4
7.8,0.3,0.29,2.8243506567983707,-2.9187712324178627,3.1354942159291497,3.16,0.38,9.0,6
7.8,0.3,0.29,2.8243506567983707,-2.9187712324178627,3.1354942159291497,3.16,0.38,9.0,6
7.8,0.3,0.29,2.8243506567983707,-2.9187712324178627,3.1354942159291497,3.16,0.38,9.0,6
7.5,0.14,0.34,0.26236426446749106,-2.900422093749666,3.912023005428146,3.29,0.8,9.6,6
7.8,0.3,0.29,2.8243506567983707,-2.9187712324178627,3.1354942159291497,3.16,0.38,9.0,6
6.6,0.25,0.41,2.0014800002101243,-3.146555163288575,3.367295829986474,3.15,0.6,10.2,7
8.2,0.23,0.49,-0.10536051565782628,-2.864704011147587,2.70805020110221,3.07,0.38,10.4,6
6.0,0.24,0.32,1.840549633397487,-3.506557897319982,3.5263605246161616,3.52,0.41,10.4,5
6.1,0.45,0.27,-0.2231435513142097,-3.2441936328524905,2.5649493574615367,3.23,0.32,9.5,5
7.4,0.23,0.43,0.3364722366212129,-3.123565645063876,3.091042453358316,3.22,0.62,10.6,6
7.2,0.2,0.38,0.0,-3.2968373663379125,3.044522437723423,3.21,0.37,11.0,5
7.5,0.14,0.34,0.26236426446749106,-2.900422093749666,3.912023005428146,3.29,0.8,9.6,6
7.7,0.25,0.43,1.5040773967762742,-2.7806208939370456,2.995732273553991,3.38,0.5,9.9,6
8.2,0.61,0.45,1.6863989535702288,-3.506557897319982,2.70805020110221,3.14,0.34,9.6,5
7.6,0.21,0.44,0.6418538861723947,-3.324236340526027,2.302585092994046,3.01,0.7,12.8,6
7.4,0.22,0.33,0.6931471805599453,-3.101092789211817,3.4339872044851463,3.42,0.55,11.4,5
7.2,0.26,0.26,2.5416019934645457,-3.324236340526027,3.8918202981106265,3.41,0.5,10.0,6
6.4,0.25,0.41,2.151762203259462,-3.170085660698769,4.04305126783455,3.0,0.44,9.1,5
6.3,0.32,0.35,2.4069451083182885,-3.2441936328524905,3.367295829986474,3.36,0.5,9.4,7
6.8,0.25,0.29,0.6931471805599453,-3.170085660698769,2.9444389791664403,3.46,0.54,10.2,6
9.8,0.44,0.4,1.0296194171811581,-3.324236340526027,3.5553480614894135,2.97,0.39,9.2,5
7.2,0.2,0.25,1.5040773967762742,-3.123565645063876,3.4339872044851463,3.23,0.36,9.4,5
8.2,0.61,0.45,1.6863989535702288,-3.506557897319982,2.70805020110221,3.14,0.34,9.6,5
7.5,0.42,0.45,2.2082744135228043,-3.540459448995663,2.995732273553991,3.12,0.36,10.1,6
7.4,0.22,0.33,0.6931471805599453,-3.101092789211817,3.4339872044851463,3.42,0.55,11.4,5
